# diffReps version: 1.55.4
## Parameter Settings ##
# Treatment files: output/filtered/DKO_CTCF_rep1.04_rm.bam.bed	output/filtered/DKO_CTCF_rep2.04_rm.bam.bed
# Control files: output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed
# Treatment background: None Specified
# Control background: None Specified
# Output file: output/diffreps/report_win200_p0.0001.txt
# Statistical Test: Negative Binomial
# Use robust estimation: yes
# Number of deviation cutoff: 2
# Alpha in right-trimmed mean: 0.05
# P-value cutoff: 0.0001
# Window size: 200
# Step size: 20
# Gap size: 0
# Fragment size: 115
# Number of processors used: 20
# Full command used: /cm/shared/apps/perl5/bin/diffReps.pl --control output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed --treatment output/filtered/DKO_CTCF_rep1.04_rm.bam.bed output/filtered/DKO_CTCF_rep2.04_rm.bam.bed --report output/diffreps/report_win200_p0.0001.txt --gname hg19 --meth nb --frag 115 --nproc 20 --window 200 --pval 0.0001 --noanno --nohs
# Split BED files done in 51 seconds.
# Estimate mean and deviation for read counts done in 232 seconds
## Important values estimated from data ##
# Read count statistics based on bin size: 200
# Treatment count mean: 0.43	0.34
# Control count mean: 0.55	0.61	0.39
# Treatment count deviation: 0.64	0.51
# Control count deviation: 0.82	0.90	0.57
# Treatment normalization constant: 0.85	0.73
# Control normalization constant: 1.10	1.70	0.92
## FDR control information ##
# Genome coverage for windows that passed cutoff: 179675820
# N used in BH adjustment: 898379
# Detecting differential sites done in 368 seconds
Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Treatment.avg	Control.avg	Treatment.enr	Control.enr	Event	log2FC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr12	54222921	54223340	420	18.79;19.27	0.91;2.93;3.27	19.03	2.37	NA	NA	Up	3.00	5.64005058002918e-09	5.31346665978693e-06	54222981	54223180	4.20	6.10101134811245e-09	2.85227814099187e-06
chr12	54339041	54339320	280	8.22;6.88	0.91;1.17;0.00	7.55	0.69	NA	NA	Up	3.44	2.62721318381744e-05	0.00278878259644129	54339081	54339280	3.44	2.62721318381744e-05	0.00247472582446017
chr12	54346021	54346360	340	12.92;15.14	3.64;2.93;2.18	14.03	2.92	NA	NA	Up	2.27	1.07311013182778e-05	0.00136089724325425	54346081	54346280	2.94	1.80572467185858e-07	3.55050366596551e-05
chr12	54355121	54355580	460	24.67;26.15	2.73;5.87;4.36	25.41	4.32	NA	NA	Up	2.56	3.20170820207816e-09	5.31346665978693e-06	54355241	54355440	2.63	5.74818144928679e-09	2.83803612550697e-06
chr12	54540981	54541340	360	10.57;5.51	2.73;0.00;2.18	8.04	1.64	NA	NA	Up	2.30	0.000149864279461078	0.0110920185794994	54541141	54541340	3.34	1.81940531432535e-05	0.00180521787748374
chr12	56130901	56131140	240	46.98;39.92	87.39;97.42;77.39	43.45	87.40	NA	NA	Down	-1.01	2.40942481552251e-05	0.00260760951252174	56130901	56131100	-1.05	4.42529366134641e-06	0.000574677018229831
chr12	56512041	56512240	200	27.01;23.40	7.28;8.80;13.08	25.21	9.72	NA	NA	Up	1.37	1.55637988050251e-05	0.00183432723010283	56512041	56512240	1.37	1.55637988050251e-05	0.00159800158900048
chr12	56862101	56862380	280	21.14;27.53	4.55;5.28;13.08	24.34	7.64	NA	NA	Up	1.67	3.35734603371653e-05	0.00341698104953464	56862141	56862340	2.53	1.64644552351015e-07	3.28842170512568e-05
chr12	57400201	57400620	420	177.35;161.06	25.49;25.24;128.61	169.21	59.78	NA	NA	Up	1.50	8.08453702921038e-08	2.35200074215188e-05	57400361	57400560	1.53	4.55271131966842e-08	1.08403398957127e-05
chr12	57589661	57590100	440	22.32;19.27	0.91;1.76;2.18	20.79	1.62	NA	NA	Up	3.68	3.60278513221179e-09	5.31346665978693e-06	57589801	57590000	4.04	5.07415104396831e-09	2.83803612550697e-06
chr12	57606201	57606600	400	14.09;19.27	4.55;0.00;2.18	16.68	2.24	NA	NA	Up	2.89	2.06149374347843e-08	9.14459838033671e-06	57606261	57606460	3.23	1.21638024093847e-08	3.96218442521415e-06
chr12	57618401	57619460	1060	140.94;133.53	9.10;3.52;14.17	137.24	8.93	NA	NA	Up	3.94	4.92337713058136e-07	0.00010049756354077	57618581	57618780	4.33	1.95903099902862e-09	2.83803612550697e-06
chr12	57628761	57629340	580	32.89;26.15	3.64;0.59;3.27	29.52	2.50	NA	NA	Up	3.56	8.12445251442992e-09	5.58442044794264e-06	57629081	57629280	3.56	6.80453084101118e-09	2.95046184519345e-06
chr12	57824201	57824420	220	21.14;11.01	1.82;3.52;7.63	16.08	4.32	NA	NA	Up	1.89	1.44959012719862e-05	0.00172830966009631	57824201	57824400	1.89	1.44959012719862e-05	0.00150604987727833
chr12	57869641	57870520	880	49.33;45.43	12.74;6.46;7.63	47.38	8.94	NA	NA	Up	2.41	2.0912086653133e-09	5.31346665978693e-06	57870041	57870240	2.11	1.84373295190913e-07	3.61337470681321e-05
chr12	57881401	57881620	220	11.75;12.39	0.91;0.59;3.27	12.07	1.59	NA	NA	Up	2.92	5.26098605232735e-07	0.000106186461215542	57881421	57881620	2.92	5.26098605232735e-07	8.94127769334807e-05
chr12	57891921	57892360	440	42.28;38.54	1.82;4.11;13.08	40.41	6.34	NA	NA	Up	2.67	6.29290166896903e-10	5.31346665978693e-06	57892081	57892280	2.82	4.28773158934624e-10	2.83803612550697e-06
chr12	58021161	58021740	580	27.01;30.28	3.64;0.59;0.00	28.65	1.41	NA	NA	Up	4.35	3.33236673023037e-09	5.31346665978693e-06	58021201	58021400	inf	5.56168570603274e-09	2.83803612550697e-06
chr12	58120661	58121000	340	18.79;17.90	1.82;3.52;7.63	18.34	4.32	NA	NA	Up	2.08	8.67292350589268e-07	0.000163757300258519	58120741	58120940	2.25	1.08660382840902e-06	0.000170393098405005
chr12	58129641	58130020	380	19.97;11.01	2.73;0.59;4.36	15.49	2.56	NA	NA	Up	2.60	9.11499009553355e-08	2.57011424467716e-05	58129741	58129940	2.68	1.00107528836616e-07	2.13064443612201e-05
chr12	58131601	58132020	420	15.27;19.27	0.91;0.00;1.09	17.27	0.67	NA	NA	Up	4.70	1.000178113642e-08	5.99624056507806e-06	58131701	58131900	inf	5.43186416054684e-09	2.83803612550697e-06
chr12	58240501	58240720	220	5.87;6.88	0.00;1.76;0.00	6.38	0.59	NA	NA	Up	3.44	8.44685570245971e-05	0.00660323632746257	58240521	58240720	4.03	6.52955479570253e-05	0.0050362827204227
chr12	58246621	58246940	320	9.40;8.26	0.91;0.00;1.09	8.83	0.67	NA	NA	Up	3.73	4.57561221876488e-07	9.49338089949601e-05	58246701	58246900	4.86	4.03923932896172e-07	7.24304947926806e-05
chr12	58290661	58291080	420	22.32;13.77	2.73;1.17;2.18	18.04	2.03	NA	NA	Up	3.15	4.8986537237141e-08	1.67511958553371e-05	58290721	58290920	3.79	5.54444227353027e-09	2.83803612550697e-06
chr12	59135161	59135360	200	10.57;15.14	2.73;3.52;3.27	12.86	3.17	NA	NA	Up	2.02	6.67412167670967e-05	0.00561886492156383	59135161	59135360	2.02	6.67412167670967e-05	0.00512732235146294
chr12	59325401	59325740	340	28.19;19.27	3.64;10.56;9.81	23.73	8.00	NA	NA	Up	1.57	4.96426457685878e-05	0.00465021738687474	59325481	59325680	2.02	9.13144773843085e-07	0.000144936724182934
chr12	61037761	61037960	200	17.62;23.40	10.01;5.87;5.45	20.51	7.11	NA	NA	Up	1.53	5.11860670173488e-05	0.004677974333772	61037761	61037960	1.53	5.11860670173488e-05	0.00423546907073582
chr12	61662301	61662640	340	12.92;8.26	0.91;1.76;0.00	10.59	0.89	NA	NA	Up	3.57	1.72554998969372e-06	0.000291231595786678	61662401	61662600	4.11	1.22352618804633e-06	0.000189810090362783
chr12	62415581	62416060	480	41.11;45.43	2.73;2.93;5.45	43.27	3.70	NA	NA	Up	3.55	3.82029537369687e-09	5.31346665978693e-06	62415681	62415880	3.39	2.94092249450548e-09	2.83803612550697e-06
chr12	62829341	62829900	560	36.41;38.54	3.64;2.35;0.00	37.48	2.00	NA	NA	Up	4.23	1.32444363378238e-09	5.31346665978693e-06	62829461	62829660	4.08	2.11207044025377e-09	2.83803612550697e-06
chr12	62883741	62883940	200	7.05;2.75	0.00;0.00;0.00	4.90	0.00	NA	NA	Up	inf	5.40321669319253e-05	0.00480845607688322	62883741	62883940	inf	5.40321669319253e-05	0.00436601583883218
chr12	63025601	63026000	400	29.36;8.26	1.82;1.17;4.36	18.81	2.45	NA	NA	Up	2.94	3.1237849990913e-08	1.22174263983398e-05	63025721	63025920	4.25	1.85810996898361e-08	5.39175379788605e-06
chr12	63308441	63308800	360	10.57;9.64	0.00;1.17;0.00	10.10	0.39	NA	NA	Up	4.69	1.65520271717902e-07	4.03527642294863e-05	63308481	63308680	inf	4.18153558378467e-08	1.01174353790059e-05
chr12	63918981	63919180	200	5.87;4.13	0.00;0.00;0.00	5.00	0.00	NA	NA	Up	inf	5.07411288493241e-05	0.00465021738687474	63918981	63919180	inf	5.07411288493241e-05	0.00420768700789487
chr12	64382101	64382300	200	2.35;8.26	0.00;0.00;0.00	5.30	0.00	NA	NA	Up	inf	2.78572118551423e-05	0.00292637209181605	64382101	64382300	inf	2.78572118551423e-05	0.00260284286315246
chr12	64539021	64539420	400	22.32;8.26	0.00;1.17;1.09	15.29	0.75	NA	NA	Up	4.34	2.29978331867129e-08	9.8760852678996e-06	64539161	64539360	6.11	1.40155295808414e-08	4.40900621557199e-06
chr12	64829661	64830020	360	10.57;15.14	1.82;0.59;1.09	12.86	1.17	NA	NA	Up	3.46	9.36385620377551e-08	2.61657597900206e-05	64829761	64829960	4.03	3.248571873545e-08	8.24570915596026e-06
chr12	65072121	65072440	320	8.22;9.64	35.50;29.93;27.25	8.93	30.89	NA	NA	Down	-1.79	2.41931430660784e-06	0.00039352909061308	65072141	65072340	-1.77	6.95495538843187e-06	0.000823972816418836
chr12	65515161	65515600	440	62.25;61.95	10.92;17.61;14.17	62.10	14.23	NA	NA	Up	2.13	4.05493735444852e-09	5.31346665978693e-06	65515221	65515420	2.41	9.7285941399107e-10	2.83803612550697e-06
chr12	65813081	65813440	360	16.44;16.52	2.73;2.35;5.45	16.48	3.51	NA	NA	Up	2.23	5.37118443660669e-07	0.000108143417816546	65813141	65813340	2.26	2.81341318502848e-07	5.24243782124721e-05
chr12	66136001	66136220	220	5.87;4.13	0.00;0.00;0.00	5.00	0.00	NA	NA	Up	inf	5.07411288493241e-05	0.00465021738687474	66136001	66136200	inf	5.07411288493241e-05	0.00420768700789487
chr12	66275721	66276100	380	14.09;13.77	0.91;2.93;1.09	13.93	1.64	NA	NA	Up	3.08	1.00954790271136e-07	2.76174371281951e-05	66275841	66276040	4.35	9.12085676883518e-09	3.29737874572611e-06
chr12	66379981	66380180	200	10.57;13.77	0.91;2.35;4.36	12.17	2.54	NA	NA	Up	2.26	1.7766728867747e-05	0.00203101101803759	66379981	66380180	2.26	1.7766728867747e-05	0.00177663104630733
chr12	67076201	67076420	220	10.57;4.13	0.00;1.17;2.18	7.35	1.12	NA	NA	Up	2.72	7.76596836489236e-05	0.00628708920760893	67076201	67076400	2.72	7.76596836489236e-05	0.00583782352412654
chr12	67336881	67337240	360	17.62;15.14	4.55;1.76;3.27	16.38	3.19	NA	NA	Up	2.36	3.88905269362627e-07	8.30088683736582e-05	67336921	67337120	2.78	4.31611752064836e-08	1.0373219213704e-05
chr12	67462161	67462500	340	8.22;13.77	0.91;0.59;2.18	10.99	1.23	NA	NA	Up	3.17	1.48101343169314e-06	0.000256459399720712	67462281	67462480	inf	1.13947635296193e-07	2.38493943458483e-05
chr12	67788541	67788760	220	5.87;6.88	0.91;0.00;1.09	6.38	0.67	NA	NA	Up	3.26	6.53010623015658e-05	0.00553168596158744	67788541	67788740	4.39	3.63341079929689e-05	0.00326395690488524
chr12	68637041	68637240	200	8.22;4.13	1.82;0.00;0.00	6.18	0.61	NA	NA	Up	3.35	9.70861550219195e-05	0.00740286716270173	68637041	68637240	3.35	9.70861550219195e-05	0.00698870003074011
chr12	68640141	68640520	380	10.57;31.66	0.91;2.93;1.09	21.12	1.64	NA	NA	Up	3.68	5.08428734022058e-08	1.71542672537885e-05	68640141	68640340	4.67	2.28335305401225e-08	6.30204741416426e-06
chr12	68880261	68880620	360	16.44;11.01	2.73;1.76;1.09	13.73	1.86	NA	NA	Up	2.88	2.36199428445511e-07	5.40903916205581e-05	68880381	68880580	4.07	3.00446272126741e-08	7.77044702686065e-06
chr12	69124841	69125100	260	10.57;16.52	5.46;2.35;1.09	13.54	2.97	NA	NA	Up	2.19	1.94555503489987e-05	0.00217780841469002	69124841	69125040	2.31	2.78569759820768e-05	0.00260284286315246
chr12	70132561	70132760	200	8.22;19.27	2.73;1.76;5.45	13.75	3.31	NA	NA	Up	2.05	1.0900562901067e-05	0.00137810819005034	70132561	70132760	2.05	1.0900562901067e-05	0.0011887395968072
chr12	70610021	70610220	200	14.09;8.26	2.73;1.76;1.09	11.18	1.86	NA	NA	Up	2.59	1.3596705924321e-05	0.00164202111461024	70610021	70610220	2.59	1.3596705924321e-05	0.00142765253291089
chr12	71115721	71115940	220	8.22;8.26	0.91;0.59;2.18	8.24	1.23	NA	NA	Up	2.75	7.09249261710633e-05	0.00586896582775787	71115741	71115940	3.16	4.48804095915117e-06	0.000574677018229831
chr12	71825601	71825800	200	5.87;9.64	0.91;1.17;0.00	7.75	0.69	NA	NA	Up	3.48	3.45360596989757e-05	0.00350106869513722	71825601	71825800	3.48	3.45360596989757e-05	0.00315053521286617
chr12	72079981	72080260	280	22.32;15.14	2.73;7.04;4.36	18.73	4.71	NA	NA	Up	1.99	8.17791341647705e-06	0.00109399108170337	72079981	72080180	2.57	2.32721014721967e-05	0.00224398059981653
chr12	72860101	72860460	360	11.75;11.01	0.00;2.35;1.09	11.38	1.15	NA	NA	Up	3.31	3.00381885580842e-07	6.61900362978247e-05	72860201	72860400	4.18	1.68118056936164e-07	3.33849982034159e-05
chr12	72951021	72951220	200	7.05;8.26	0.00;1.17;1.09	7.65	0.75	NA	NA	Up	3.34	2.6274530246145e-05	0.00278878259644129	72951021	72951220	3.34	2.6274530246145e-05	0.00247472582446017
chr12	73451341	73451540	200	16.44;27.53	7.28;5.28;10.90	21.99	7.82	NA	NA	Up	1.49	2.29263485349771e-05	0.0025100697930592	73451341	73451540	1.49	2.29263485349771e-05	0.00221796165152738
chr12	74882721	74882980	260	10.57;5.51	1.82;0.59;1.09	8.04	1.17	NA	NA	Up	2.79	0.00010560533117682	0.00798263456603286	74882741	74882940	3.22	9.12944922465001e-06	0.00104975111544757
chr12	75300081	75300360	280	27.01;23.40	4.55;10.56;10.90	25.21	8.67	NA	NA	Up	1.54	4.57889002544584e-06	0.000670182248642881	75300161	75300360	1.57	1.14373472634185e-05	0.00124245134185764
chr12	75710241	75710580	340	12.92;5.51	2.73;0.59;1.09	9.21	1.47	NA	NA	Up	2.65	1.07150374920467e-05	0.00135962777783438	75710281	75710480	3.34	2.96042444381764e-06	0.000407420420069419
chr12	76733461	76733820	360	10.57;12.39	0.91;0.59;3.27	11.48	1.59	NA	NA	Up	2.85	3.0668456538869e-07	6.71669851704841e-05	76733541	76733740	3.03	6.41318186466252e-06	0.000767479407272366
chr12	77417441	77417640	200	3.52;13.77	0.00;2.35;0.00	8.64	0.78	NA	NA	Up	3.47	5.00013689982166e-05	0.00465021738687474	77417441	77417640	3.47	5.00013689982166e-05	0.00420768700789487
chr12	77500881	77501260	380	9.40;17.90	0.91;2.35;1.09	13.65	1.45	NA	NA	Up	3.24	6.01510676079662e-07	0.000119369242250005	77500961	77501160	4.83	6.89018027875047e-08	1.53788652637107e-05
chr12	78949241	78949440	200	7.05;5.51	0.00;1.17;0.00	6.28	0.39	NA	NA	Up	4.00	6.52940915057215e-05	0.00553168596158744	78949241	78949440	4.00	6.52940915057215e-05	0.0050362827204227
chr12	80901261	80901520	260	8.22;4.13	0.91;0.00;0.00	6.18	0.30	NA	NA	Up	4.35	4.79618112405405e-05	0.0045379551364366	80901281	80901480	inf	1.79689087693549e-05	0.00178650844303943
chr12	83021621	83021840	220	30.54;26.15	11.83;10.56;10.90	28.35	11.10	NA	NA	Up	1.35	9.60219325907395e-06	0.0012520186905506	83021641	83021840	1.38	6.16259087043004e-06	0.000741739311841649
chr12	84217381	84217760	380	65.77;79.84	29.13;32.86;39.24	72.81	33.74	NA	NA	Up	1.11	5.97195446341496e-07	0.000118643929210267	84217421	84217620	2.16	2.39668068841144e-09	2.83803612550697e-06
chr12	84501441	84501660	220	3.52;9.64	0.00;1.17;1.09	6.58	0.75	NA	NA	Up	3.12	9.51524801558253e-05	0.00727824520816604	84501441	84501640	4.07	7.13395844506265e-05	0.00542905417527907
chr12	85306421	85306880	460	24.67;22.03	0.91;1.17;1.09	23.35	1.06	NA	NA	Up	4.46	4.087045331666e-09	5.31346665978693e-06	85306621	85306820	4.62	3.34216019367021e-09	2.83803612550697e-06
chr12	85624541	85624900	360	12.92;8.26	0.91;0.59;2.18	10.59	1.23	NA	NA	Up	3.11	1.50007936707793e-06	0.000259460878266481	85624561	85624760	5.59	1.3437630520531e-07	2.7517859743342e-05
chr12	85674121	85674380	260	9.40;11.01	2.73;0.00;1.09	10.20	1.27	NA	NA	Up	3.00	4.86262382702072e-07	9.94403530896613e-05	85674121	85674320	3.99	1.2430419240914e-06	0.000190824210943357
chr12	86164221	86164600	380	7.05;11.01	0.91;0.00;1.09	9.03	0.67	NA	NA	Up	3.76	6.47639202994994e-07	0.00012739773583259	86164301	86164500	inf	1.33412877925985e-07	2.73656450105932e-05
chr12	86580401	86580600	200	14.09;27.53	6.37;5.28;9.81	20.81	7.15	NA	NA	Up	1.54	1.254060393645e-05	0.00154289444314216	86580401	86580600	1.54	1.254060393645e-05	0.00133422728846803
chr12	86770061	86770260	200	0.00;1.38	11.83;8.80;7.63	0.69	9.42	NA	NA	Down	-3.77	9.76922012832672e-05	0.00743831020397155	86770061	86770260	-3.77	9.76922012832672e-05	0.00702285525299354
chr12	87757461	87757820	360	11.75;13.77	0.00;3.52;2.18	12.76	1.90	NA	NA	Up	2.75	3.11242611485919e-06	0.000485956601611633	87757541	87757740	3.40	5.18478308973595e-07	8.82817158659436e-05
chr12	88178021	88178380	360	4.70;15.14	0.91;1.17;0.00	9.92	0.69	NA	NA	Up	3.84	1.29963808692397e-06	0.000231247289541032	88178141	88178340	5.47	6.80684022251527e-07	0.000111998577147675
chr12	88247281	88247560	280	7.05;13.77	3.64;0.00;1.09	10.41	1.58	NA	NA	Up	2.72	9.70920924018289e-06	0.00126377132541093	88247281	88247480	3.02	3.25940371652813e-06	0.000439336811920603
chr12	89108341	89108660	320	11.75;8.26	0.91;1.76;1.09	10.00	1.25	NA	NA	Up	3.00	7.74597117065991e-06	0.00104391481291444	89108441	89108640	2.91	4.85005021522961e-06	0.000606480514490076
chr12	89390041	89390240	200	4.70;5.51	0.00;0.00;0.00	5.10	0.00	NA	NA	Up	inf	5.07422726565143e-05	0.00465021738687474	89390041	89390240	inf	5.07422726565143e-05	0.00420768700789487
chr12	90343701	90344060	360	14.09;11.01	1.82;2.35;3.27	12.55	2.48	NA	NA	Up	2.34	4.50433104030888e-06	0.00066069843105404	90343761	90343960	2.72	1.39089613016042e-06	0.000209235076108069
chr12	90557781	90558100	320	25.84;26.15	10.01;7.63;10.90	26.00	9.51	NA	NA	Up	1.45	8.34496480442476e-06	0.00111412410997686	90557841	90558040	1.57	5.43109380505148e-06	0.000665827049875593
chr12	91347561	91348180	620	102.18;101.87	10.01;11.15;10.90	102.03	10.69	NA	NA	Up	3.25	4.03423408945908e-07	8.57409791117614e-05	91347661	91347860	3.22	8.13764924310238e-10	2.83803612550697e-06
chr12	92014741	92015100	360	9.40;11.01	2.73;0.00;2.18	10.20	1.64	NA	NA	Up	2.64	7.75668072896731e-06	0.00104391481291444	92014821	92015020	3.18	4.48784220271427e-06	0.000574677018229831
chr12	92568481	92568840	360	9.40;12.39	0.91;1.17;1.09	10.89	1.06	NA	NA	Up	3.36	8.89376183036742e-07	0.000166402177197336	92568621	92568820	3.26	4.48708498034096e-06	0.000574677018229831
chr12	92575621	92576040	420	15.27;19.27	1.82;0.59;0.00	17.27	0.80	NA	NA	Up	4.43	5.80462265322043e-09	5.31346665978693e-06	92575781	92575980	5.45	6.30414118000135e-09	2.8763372519799e-06
chr12	93521621	93521880	260	9.40;8.26	0.00;0.59;3.27	8.83	1.29	NA	NA	Up	2.78	1.43604105180171e-05	0.00171473044984647	93521641	93521840	3.03	2.62757302653204e-05	0.00247472582446017
chr12	93965261	93965600	340	34.06;35.79	16.39;10.56;20.71	34.93	15.89	NA	NA	Up	1.14	8.31362012966459e-05	0.00660323632746257	93965341	93965540	1.33	2.82192202584045e-05	0.002635022853812
chr12	94136061	94136260	200	42.28;33.04	12.74;11.15;22.89	37.66	15.59	NA	NA	Up	1.27	4.17887322067638e-05	0.00406343970680596	94136061	94136260	1.27	4.17887322067638e-05	0.00365444558076319
chr12	94542841	94543320	480	36.41;38.54	0.91;0.59;3.27	37.48	1.59	NA	NA	Up	4.56	4.78323935628657e-09	5.31346665978693e-06	94542941	94543140	4.93	2.38997061565256e-09	2.83803612550697e-06
chr12	94592661	94593020	360	29.36;17.90	7.28;7.04;6.54	23.63	6.95	NA	NA	Up	1.76	2.94920203710595e-06	0.000462633346759771	94592701	94592900	2.10	3.51697500801731e-07	6.40238397310554e-05
chr12	94603161	94603540	380	14.09;11.01	0.91;2.35;1.09	12.55	1.45	NA	NA	Up	3.11	1.76648928450734e-07	4.24899895258807e-05	94603261	94603460	3.50	3.07983645320695e-08	7.92796674210775e-06
chr12	94997201	94997540	340	29.36;35.79	70.09;70.42;65.40	32.58	68.64	NA	NA	Down	-1.08	2.07509607309687e-06	0.000343698881831249	94997261	94997460	-1.19	1.81858967855657e-05	0.00180521787748374
chr12	95611001	95611240	240	11.75;12.39	2.73;2.93;3.27	12.07	2.98	NA	NA	Up	2.02	5.42831321989869e-05	0.00482109108943361	95611021	95611220	2.28	1.77638442896106e-05	0.00177663104630733
chr12	96108681	96108940	260	11.75;5.51	0.00;1.17;1.09	8.63	0.75	NA	NA	Up	3.51	1.65691321154361e-05	0.00191500840611519	96108721	96108920	3.41	9.82748856766999e-06	0.00111640873043894
chr12	98548821	98549020	200	22.32;15.14	5.46;7.04;4.36	18.73	5.62	NA	NA	Up	1.74	4.09154643791443e-05	0.00398975295489756	98548821	98549020	1.74	4.09154643791443e-05	0.00358750673174617
chr12	98968781	98969140	360	8.22;8.26	0.00;0.59;1.09	8.24	0.56	NA	NA	Up	3.88	3.22491688545931e-06	0.000498549800282607	98968841	98969040	inf	1.3543164646514e-06	0.00020428593053306
chr12	99401441	99401760	320	18.79;22.03	6.37;7.04;5.45	20.41	6.29	NA	NA	Up	1.70	1.32306869717622e-05	0.00160873015251559	99401521	99401720	1.91	3.47163884940435e-06	0.000465536519534073
chr12	99568201	99568480	280	10.57;8.26	0.00;1.17;4.36	9.42	1.84	NA	NA	Up	2.35	6.94538748997091e-05	0.00581400381337556	99568221	99568420	2.67	4.85228213916441e-06	0.000606480514490076
chr12	99646941	99647200	260	27.01;30.28	11.83;12.91;9.81	28.65	11.52	NA	NA	Up	1.31	5.1756626617568e-05	0.00472147303656216	99646981	99647180	1.47	6.07635768312668e-06	0.000732243076996601
chr12	99752121	99752320	200	7.05;2.75	0.00;0.00;0.00	4.90	0.00	NA	NA	Up	inf	5.40321669319253e-05	0.00480845607688322	99752121	99752320	inf	5.40321669319253e-05	0.00436601583883218
chr12	100459701	100459900	200	5.87;12.39	0.00;1.17;4.36	9.13	1.84	NA	NA	Up	2.31	7.43842054984052e-05	0.00611204652559262	100459701	100459900	2.31	7.43842054984052e-05	0.00564692258349236
chr12	100522301	100522620	320	4.70;5.51	22.76;22.30;16.35	5.10	20.47	NA	NA	Down	-2.00	3.75454569336047e-05	0.00371190162369922	100522301	100522500	-inf	1.24574783929928e-07	2.59604198126153e-05
chr12	101029541	101029740	200	8.22;4.13	0.91;0.00;1.09	6.18	0.67	NA	NA	Up	3.21	9.37745037509532e-05	0.00719560855844884	101029541	101029740	3.21	9.37745037509532e-05	0.0067749920575248
chr12	101109681	101110020	340	11.75;6.88	1.82;0.00;2.18	9.31	1.33	NA	NA	Up	2.80	4.8058007807346e-06	0.000700086022311588	101109761	101109960	3.71	5.85856121944394e-07	9.81209614049745e-05
chr12	102389121	102389340	220	8.22;12.39	3.64;0.59;3.27	10.31	2.50	NA	NA	Up	2.04	0.000146796972829732	0.0108721613894313	102389121	102389320	2.23	2.0603858293116e-05	0.00201546968744679
chr12	103272961	103273240	280	69.30;57.82	27.31;30.52;40.33	63.56	32.72	NA	NA	Up	0.96	2.02336583814546e-05	0.00225443306251678	103273001	103273200	1.17	2.78183918387584e-07	5.19033417273353e-05
chr12	103344061	103344520	460	31.71;20.65	1.82;1.76;4.36	26.18	2.65	NA	NA	Up	3.31	1.18544975245189e-07	3.11945859155822e-05	103344101	103344300	3.89	4.26958436358928e-09	2.83803612550697e-06
chr12	103355741	103355940	200	5.87;6.88	0.00;0.00;1.09	6.38	0.36	NA	NA	Up	4.13	3.63352582882695e-05	0.0036346546048054	103355741	103355940	4.13	3.63352582882695e-05	0.00326395690488524
chr12	103358981	103359520	540	41.11;45.43	0.91;0.00;0.00	43.27	0.30	NA	NA	Up	7.16	2.35451504450539e-09	5.31346665978693e-06	103359141	103359340	inf	1.66461691082665e-09	2.83803612550697e-06
chr12	103946841	103947100	260	5.87;12.39	0.91;2.93;1.09	9.13	1.64	NA	NA	Up	2.47	0.000387770332434563	0.0280961951352714	103946861	103947060	2.99	3.75966714612306e-05	0.00333722558153037
chr12	104851281	104851480	200	16.44;31.66	3.64;9.98;10.90	24.05	8.17	NA	NA	Up	1.56	5.56458315226012e-05	0.00490685575946632	104851281	104851480	1.56	5.56458315226012e-05	0.00445433898934714
chr12	105629481	105629700	220	24.67;19.27	6.37;8.80;8.72	21.97	7.96	NA	NA	Up	1.46	4.06322614830702e-05	0.00397291798420756	105629501	105629700	1.46	4.06322614830702e-05	0.00357173879049893
chr12	105849081	105849480	400	18.79;8.26	1.82;0.00;1.09	13.53	0.97	NA	NA	Up	3.80	3.16520826553178e-08	1.23418256787334e-05	105849161	105849360	inf	1.00368956735657e-08	3.47339610875282e-06
chr12	105898121	105898460	340	22.32;17.90	7.28;5.87;9.81	20.11	7.65	NA	NA	Up	1.39	5.1380301029993e-05	0.00469190724324294	105898221	105898420	2.24	1.93962183340924e-07	3.78176978846103e-05
chr12	106138921	106139120	200	4.70;5.51	0.00;0.00;0.00	5.10	0.00	NA	NA	Up	inf	5.07422726565143e-05	0.00465021738687474	106138921	106139120	inf	5.07422726565143e-05	0.00420768700789487
chr12	106630441	106630860	420	14.09;17.90	0.91;1.76;3.27	15.99	1.98	NA	NA	Up	3.01	1.58963581360593e-08	7.81233825268861e-06	106630601	106630800	4.28	5.72508175428393e-09	2.83803612550697e-06
chr12	106709401	106709600	200	9.40;5.51	0.00;1.76;1.09	7.45	0.95	NA	NA	Up	2.97	6.8702591171421e-05	0.00576185260959578	106709401	106709600	2.97	6.8702591171421e-05	0.0052644971983956
chr12	107113641	107114080	440	23.49;19.27	0.00;1.17;3.27	21.38	1.48	NA	NA	Up	3.85	3.95080765587164e-09	5.31346665978693e-06	107113781	107113980	4.35	3.80034304001743e-09	2.83803612550697e-06
