# diffReps version: 1.55.4
## Parameter Settings ##
# Treatment files: output/filtered/DKO_CTCF_rep1.04_rm.bam.bed	output/filtered/DKO_CTCF_rep2.04_rm.bam.bed
# Control files: output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed
# Treatment background: None Specified
# Control background: None Specified
# Output file: output/diffreps/report_win150_p0.0001.txt
# Statistical Test: Negative Binomial
# Use robust estimation: yes
# Number of deviation cutoff: 2
# Alpha in right-trimmed mean: 0.05
# P-value cutoff: 0.0001
# Window size: 150
# Step size: 15
# Gap size: 0
# Fragment size: 115
# Number of processors used: 20
# Full command used: /cm/shared/apps/perl5/bin/diffReps.pl --control output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed --treatment output/filtered/DKO_CTCF_rep1.04_rm.bam.bed output/filtered/DKO_CTCF_rep2.04_rm.bam.bed --report output/diffreps/report_win150_p0.0001.txt --gname hg19 --meth nb --frag 115 --nproc 20 --window 150 --pval 0.0001 --noanno --nohs
# Split BED files done in 49 seconds.
# Estimate mean and deviation for read counts done in 251 seconds
## Important values estimated from data ##
# Read count statistics based on bin size: 150
# Treatment count mean: 0.32	0.24
# Control count mean: 0.41	0.44	0.28
# Treatment count deviation: 0.47	0.35
# Control count deviation: 0.60	0.66	0.41
# Treatment normalization constant: 0.88	0.71
# Control normalization constant: 1.09	1.69	0.94
## FDR control information ##
# Genome coverage for windows that passed cutoff: 264703965
# N used in BH adjustment: 1764693
# Detecting differential sites done in 483 seconds
Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Treatment.avg	Control.avg	Treatment.enr	Control.enr	Event	log2FC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr15	83349136	83349495	360	18.15;26.79	0.00;1.18;1.06	22.47	0.75	NA	NA	Up	4.91	1.1886955756159e-07	6.19699486387104e-05	83349286	83349435	inf	4.65862062029364e-09	5.51959329387533e-06
chr15	83876971	83877195	225	7.94;11.28	1.84;1.18;1.06	9.61	1.36	NA	NA	Up	2.82	4.90256684072324e-06	0.00140339596378386	83876986	83877135	3.26	4.51868265785305e-06	0.00118653945411271
chr15	84322591	84322935	345	14.75;12.69	0.00;0.00;0.00	13.72	0.00	NA	NA	Up	inf	3.18978366708584e-09	1.00052459953312e-05	84322681	84322830	inf	8.32927232501016e-09	6.30841569400822e-06
chr15	84431191	84431475	285	12.48;11.28	2.76;0.00;1.06	11.88	1.27	NA	NA	Up	3.22	3.28582295211881e-08	2.47586198242673e-05	84431236	84431385	4.03	1.67572688480113e-07	6.95307666005256e-05
chr15	85177246	85177500	255	6.81;8.46	0.00;0.00;0.00	7.63	0.00	NA	NA	Up	inf	4.46281273741559e-07	0.000182472066682765	85177246	85177395	inf	5.1655901429887e-06	0.00131051093164078
chr15	85201381	85201815	435	86.21;73.33	20.26;20.68;24.38	79.77	21.77	NA	NA	Up	1.87	2.57758207493646e-08	2.09229118885274e-05	85201561	85201710	1.97	3.65794101920435e-09	5.51959329387533e-06
chr15	85291966	85292220	255	36.30;33.85	3.68;8.27;22.26	35.07	11.41	NA	NA	Up	1.62	0.000182649537904656	0.0276717342885974	85291981	85292130	1.77	2.2242486042956e-05	0.0044261569037666
chr15	85360276	85360560	285	11.34;15.51	0.00;0.00;2.12	13.43	0.71	NA	NA	Up	4.25	1.1694396747749e-08	1.25539165978872e-05	85360306	85360455	inf	1.87294400488879e-08	1.09769882923255e-05
chr15	85364716	85364955	240	11.34;11.28	0.00;1.18;4.24	11.31	1.81	NA	NA	Up	2.65	4.11454998442165e-06	0.00122211800607882	85364746	85364895	3.55	4.06988098572657e-08	2.04152657371938e-05
chr15	85382776	85383030	255	11.34;8.46	0.92;1.77;1.06	9.90	1.25	NA	NA	Up	2.98	7.81810170749952e-06	0.00208350078104417	85382836	85382985	3.62	2.68567867584418e-06	0.000768634180913313
chr15	85405531	85405830	300	14.75;14.10	0.92;0.59;3.18	14.42	1.56	NA	NA	Up	3.21	1.49867216293124e-08	1.46035133916048e-05	85405591	85405740	3.59	1.27653427397467e-08	8.35258100683418e-06
chr15	85433266	85433490	225	11.34;11.28	0.92;0.59;2.12	11.31	1.21	NA	NA	Up	3.22	1.64548671182575e-07	7.94033054949935e-05	85433311	85433460	3.07	4.89373091580287e-07	0.000173447131773467
chr15	85646386	85646700	315	15.88;14.10	1.84;0.00;0.00	14.99	0.61	NA	NA	Up	4.61	5.27931192653768e-09	1.00052459953312e-05	85646476	85646625	inf	3.66784969518081e-09	5.51959329387533e-06
chr15	86303731	86303955	225	12.48;16.92	2.76;1.18;6.36	14.70	3.43	NA	NA	Up	2.10	4.19383680485062e-06	0.00124175074709098	86303731	86303880	2.18	4.56922517765685e-06	0.00119526826066333
chr15	88784281	88784640	360	40.84;42.31	2.76;4.73;14.84	41.57	7.44	NA	NA	Up	2.48	6.35192757654872e-10	1.00052459953312e-05	88784401	88784550	2.64	4.46533082978695e-10	5.51959329387533e-06
chr15	89032621	89032785	165	17.02;19.74	9.21;4.73;5.30	18.38	6.41	NA	NA	Up	1.52	6.07357371908274e-05	0.0106870007249469	89032636	89032785	1.52	6.07357371908274e-05	0.00996272282940407
chr15	89381941	89382255	315	17.02;22.56	3.68;1.77;3.18	19.79	2.88	NA	NA	Up	2.78	1.8509410059766e-08	1.6614153797863e-05	89382031	89382180	3.03	9.20118268385873e-09	6.69854070706548e-06
chr15	89482036	89482440	405	32.90;36.67	0.00;0.59;0.00	34.78	0.20	NA	NA	Up	7.46	2.39229518656314e-09	1.00052459953312e-05	89482201	89482350	inf	2.36335538181007e-09	5.51959329387533e-06
chr15	89647291	89647575	285	12.48;29.62	1.84;5.32;3.18	21.05	3.45	NA	NA	Up	2.61	9.26657808601846e-08	5.13117541634694e-05	89647321	89647470	2.94	5.47563891449638e-07	0.000192142009603089
chr15	89902201	89902350	150	82.81;81.79	42.36;48.45;47.71	82.30	46.17	NA	NA	Up	0.83	3.02830784100818e-05	0.00621327014169545	89902201	89902350	0.83	3.02830784100818e-05	0.00570699877068801
chr15	89942626	89943045	420	64.66;94.49	31.31;18.32;3.18	79.57	17.60	NA	NA	Up	2.18	2.15123215945068e-06	0.000698870458975975	89942686	89942835	2.53	3.28625243881354e-09	5.51959329387533e-06
chr15	89943076	89943405	330	20.42;12.69	0.00;0.59;2.12	16.56	0.90	NA	NA	Up	4.20	3.01932720490297e-08	2.33283081576263e-05	89943196	89943345	5.90	5.51937852855516e-09	5.64757018191097e-06
chr15	89950516	89950800	285	10.21;11.28	1.84;0.00;0.00	10.75	0.61	NA	NA	Up	4.13	2.94975682789903e-08	2.29212471417685e-05	89950531	89950680	4.84	4.34191026614032e-07	0.000162621943137806
chr15	90039406	90039825	420	57.85;47.95	6.45;2.36;4.24	52.90	4.35	NA	NA	Up	3.60	1.39079856340356e-08	1.39768364991363e-05	90039511	90039660	3.69	2.07983645749347e-09	5.51959329387533e-06
chr15	90191461	90191910	450	39.70;39.49	0.00;0.00;0.00	39.60	0.00	NA	NA	Up	inf	9.53241445345078e-10	1.00052459953312e-05	90191551	90191700	inf	1.82846418810493e-09	5.51959329387533e-06
chr15	90838141	90838425	285	13.61;15.51	0.92;0.59;0.00	14.56	0.50	NA	NA	Up	4.85	8.06163866902589e-09	1.06008325840233e-05	90838186	90838335	5.51	8.71581639661423e-09	6.48155928545738e-06
chr15	90893086	90893235	150	7.94;7.05	2.76;0.59;0.00	7.50	1.12	NA	NA	Up	2.75	4.5313265455022e-05	0.0086241782966456	90893086	90893235	2.75	4.5313265455022e-05	0.00797927904709475
chr15	91241086	91241310	225	9.07;5.64	0.00;0.59;0.00	7.36	0.20	NA	NA	Up	5.22	6.02397742187994e-06	0.00166621799193567	91241131	91241280	inf	1.65129416679241e-05	0.00339973209599321
chr15	91402396	91402755	360	29.49;36.67	0.00;2.36;3.18	33.08	1.85	NA	NA	Up	4.16	1.18872676923132e-08	1.26368980778356e-05	91402531	91402680	5.56	3.42849933195553e-09	5.51959329387533e-06
chr15	91453921	91454190	270	13.61;9.87	1.84;1.77;2.12	11.74	1.91	NA	NA	Up	2.62	1.40712273032204e-06	0.000485924393384444	91453996	91454145	3.47	1.60686174368629e-07	6.75468716305619e-05
chr15	91499761	91500090	330	102.09;102.95	19.34;10.64;42.40	102.52	24.13	NA	NA	Up	2.09	8.55449977943778e-11	1.00052459953312e-05	91499911	91500060	2.26	1.9634634849971e-10	5.51959329387533e-06
chr15	91643011	91643265	255	15.88;16.92	3.68;4.73;2.12	16.40	3.51	NA	NA	Up	2.22	1.62612264908782e-06	0.000543177599088914	91643071	91643220	2.51	1.09589790477436e-06	0.000357207861335423
chr15	91740196	91740345	150	10.21;4.23	0.92;1.18;1.06	7.22	1.05	NA	NA	Up	2.78	9.08639135299052e-05	0.0142822581418749	91740196	91740345	2.78	9.08639135299052e-05	0.0135921770076146
chr15	92396356	92396505	150	20.42;16.92	5.52;7.68;2.12	18.67	5.11	NA	NA	Up	1.87	1.43419485689833e-05	0.00343205406728461	92396356	92396505	1.87	1.43419485689833e-05	0.00306558049738812
chr15	92642191	92642340	150	4.54;7.05	0.00;0.00;0.00	5.79	0.00	NA	NA	Up	inf	1.65161324145048e-05	0.00381241376833876	92642191	92642340	inf	1.65161324145048e-05	0.00339973209599321
chr15	92687056	92687325	270	13.61;8.46	2.76;1.18;1.06	11.04	1.67	NA	NA	Up	2.73	7.85772564942251e-06	0.00208961129996852	92687071	92687220	3.31	4.51630829511232e-06	0.00118653945411271
chr15	92969071	92969220	150	6.81;5.64	1.84;0.59;0.00	6.22	0.81	NA	NA	Up	2.94	8.52093428671638e-05	0.0135524923978781	92969071	92969220	2.94	8.52093428671638e-05	0.0128737655720277
chr15	93198406	93198630	225	7.94;8.46	1.84;0.00;0.00	8.20	0.61	NA	NA	Up	3.74	3.22262941885915e-06	0.000984040269605007	93198466	93198615	4.61	4.27721880739134e-06	0.00114538206684272
chr15	93584881	93585120	240	12.48;18.33	4.60;2.36;6.36	15.41	4.44	NA	NA	Up	1.79	2.84244051709701e-05	0.00590469085748966	93584896	93585045	2.11	4.75544331306746e-06	0.00124030409791117
chr15	93595831	93596085	255	32.90;36.67	13.81;15.36;13.78	34.78	14.32	NA	NA	Up	1.28	1.95287667801561e-05	0.00438674618579098	93595846	93595995	1.35	1.35568872018389e-05	0.00292037889976498
chr15	94919446	94919595	150	6.81;5.64	0.00;0.00;1.06	6.22	0.35	NA	NA	Up	4.14	3.82898794937063e-05	0.00750242323009673	94919446	94919595	4.14	3.82898794937063e-05	0.00691085355220713
chr15	95974291	95974455	165	3.40;8.46	0.00;0.00;0.00	5.93	0.00	NA	NA	Up	inf	1.23927188848334e-05	0.00304121043902563	95974306	95974455	inf	1.23927188848334e-05	0.00272753108843019
chr15	96394231	96394425	195	21.55;21.15	8.29;8.86;1.06	21.35	6.07	NA	NA	Up	1.81	9.9644930704625e-05	0.0154913850497698	96394276	96394425	2.10	6.34028898378861e-05	0.0102805427170962
chr15	96571891	96572115	225	15.88;15.51	5.52;4.14;3.18	15.70	4.28	NA	NA	Up	1.87	3.0717501136646e-05	0.00628398935388038	96571966	96572115	1.81	2.97795159431544e-05	0.00563255126776773
chr15	96888766	96889125	360	27.22;36.67	3.68;4.73;6.36	31.95	4.92	NA	NA	Up	2.70	1.01871647354029e-07	5.52465221217341e-05	96888871	96889020	2.71	4.56292804693879e-09	5.51959329387533e-06
chr15	96895276	96895605	330	12.48;19.74	0.00;0.59;0.00	16.11	0.20	NA	NA	Up	6.35	4.12242466132386e-08	2.87997384911543e-05	96895396	96895545	inf	5.71178491960629e-09	5.64757018191097e-06
chr15	96897076	96897465	390	43.11;28.21	0.92;2.36;4.24	35.66	2.51	NA	NA	Up	3.83	2.14917956704636e-07	9.87410085318861e-05	96897301	96897450	5.39	4.19520762108293e-09	5.51959329387533e-06
chr15	97436566	97436805	240	26.09;26.79	11.97;7.09;15.90	26.44	11.65	NA	NA	Up	1.18	0.000167111402505269	0.0253786852169733	97436656	97436805	1.40	7.9740542960841e-06	0.00191556735610122
chr15	97669891	97670160	270	6.81;14.10	0.00;1.18;3.18	10.45	1.45	NA	NA	Up	2.85	9.18675860783213e-06	0.00238233778220883	97669921	97670070	3.04	2.00801192917878e-05	0.00403820466705218
chr15	97992316	97992510	195	7.94;8.46	0.92;0.59;0.00	8.20	0.50	NA	NA	Up	4.02	3.22051742311339e-06	0.000984040269605007	97992346	97992495	4.02	3.22051742311339e-06	0.00089219041919118
chr15	98025796	98026140	345	34.03;36.67	3.68;3.55;16.96	35.35	8.06	NA	NA	Up	2.13	9.21673837422528e-07	0.000335424081085311	98025991	98026140	2.91	1.97739628025026e-08	1.14975201778704e-05
chr15	98288731	98289000	270	36.30;29.62	10.13;5.91;19.08	32.96	11.71	NA	NA	Up	1.49	3.75484363723246e-05	0.00747289274131649	98288791	98288940	1.86	2.12305595817439e-08	1.21601492632218e-05
chr15	98418826	98419095	270	49.91;36.67	18.42;16.54;21.20	43.29	18.72	NA	NA	Up	1.21	1.46882306959822e-06	0.000498955563005275	98418916	98419065	1.37	2.41626662912697e-06	0.000701195330793285
chr15	98488051	98488290	240	12.48;8.46	0.00;2.36;0.00	10.47	0.79	NA	NA	Up	3.73	1.18618879003485e-06	0.000421687964233073	98488066	98488215	4.65	1.62519688745153e-07	6.81876740586663e-05
chr15	98946931	98947095	165	11.34;14.10	2.76;4.73;1.06	12.72	2.85	NA	NA	Up	2.16	6.33995745310513e-05	0.0110209825006056	98946931	98947080	2.18	5.33163215639775e-05	0.00889370715449209
chr15	99091756	99092055	300	11.34;14.10	0.00;1.77;1.06	12.72	0.94	NA	NA	Up	3.75	6.03930194175248e-08	3.7592641486762e-05	99091816	99091965	4.11	1.22948668270934e-06	0.000394843774808078
chr15	99645631	99646230	600	34.03;29.62	0.00;0.59;5.30	31.82	1.96	NA	NA	Up	4.02	3.54254352223385e-09	1.00052459953312e-05	99645916	99646065	4.05	1.66708551137692e-08	1.01192879183037e-05
chr15	99942706	99942915	210	4.54;5.64	0.00;0.00;0.00	5.09	0.00	NA	NA	Up	inf	5.30282730816608e-05	0.00958797359726386	99942706	99942855	inf	5.30282730816608e-05	0.00887001159329814
chr15	100672126	100672530	405	72.60;62.05	1.84;0.59;1.06	67.33	1.16	NA	NA	Up	5.85	2.51838351200845e-08	2.05844083138339e-05	100672201	100672350	inf	6.23294072449462e-10	5.51959329387533e-06
chr15	101243956	101244240	285	11.34;12.69	1.84;0.59;2.12	12.02	1.52	NA	NA	Up	2.99	5.29344570354067e-07	0.000208884315270982	101244031	101244180	3.10	1.66344142971776e-07	6.91347962066162e-05
chr15	101389816	101390100	285	31.76;35.26	8.29;12.41;16.96	33.51	12.55	NA	NA	Up	1.42	2.39963870034971e-06	0.000769512196444892	101389876	101390025	1.65	2.56893158255563e-06	0.000740868700966635
chr15	101569531	101569680	150	7.94;18.33	3.68;1.77;6.36	13.14	3.94	NA	NA	Up	1.74	5.86936652227326e-05	0.0103742287823417	101569531	101569680	1.74	5.86936652227326e-05	0.00965476325157528
chr15	101593591	101593755	165	3.40;8.46	0.00;0.00;0.00	5.93	0.00	NA	NA	Up	inf	1.23927188848334e-05	0.00304121043902563	101593606	101593755	inf	1.23927188848334e-05	0.00272753108843019
chr15	101605036	101605185	150	5.67;7.05	0.00;1.18;0.00	6.36	0.39	NA	NA	Up	4.01	6.55947072796695e-05	0.0112176634534469	101605036	101605185	4.01	6.55947072796695e-05	0.0104567145551054
chr15	101609266	101609415	150	6.81;5.64	0.92;0.59;0.00	6.22	0.50	NA	NA	Up	3.63	6.5594271732212e-05	0.0112176634534469	101609266	101609415	3.63	6.5594271732212e-05	0.0104567145551054
chr15	101792251	101792505	255	14.75;15.51	3.68;4.14;5.30	15.13	4.37	NA	NA	Up	1.79	2.9792844545382e-05	0.0061355145547116	101792296	101792445	3.35	8.94381306594278e-07	0.000295895843846602
chr15	101860921	101861295	375	24.96;38.08	1.84;0.59;3.18	31.52	1.87	NA	NA	Up	4.07	4.61404096111472e-07	0.000187079754970693	101861086	101861235	4.29	5.87082632673308e-09	5.72071017283356e-06
chr16	155611	155820	210	10.21;8.46	1.84;0.59;0.00	9.34	0.81	NA	NA	Up	3.53	1.46867855801909e-06	0.000498955563005275	155641	155790	3.34	4.51801183821265e-06	0.00118653945411271
chr16	230221	230625	405	39.70;47.95	0.92;1.77;6.36	43.83	3.02	NA	NA	Up	3.86	1.59808085928757e-08	1.5202814586624e-05	230416	230565	4.29	2.65945365362159e-09	5.51959329387533e-06
chr16	322741	322935	195	7.94;11.28	2.76;0.59;1.06	9.61	1.47	NA	NA	Up	2.71	4.90427921626428e-06	0.00140339596378386	322756	322905	3.05	2.73811633697848e-06	0.00077834301224386
chr16	337366	337680	315	19.28;19.74	0.92;1.18;4.24	19.51	2.11	NA	NA	Up	3.21	7.94277312192418e-09	1.05625893962681e-05	337456	337605	4.10	2.93821982324286e-09	5.51959329387533e-06
chr16	402676	402825	150	28.36;31.03	3.68;4.14;16.96	29.69	8.26	NA	NA	Up	1.85	5.98888638301926e-05	0.0105643201498495	402676	402825	1.85	5.98888638301926e-05	0.00983303486965893
chr16	452041	452190	150	11.34;18.33	1.84;2.95;7.42	14.84	4.07	NA	NA	Up	1.87	8.69648367885871e-05	0.0137996797704309	452041	452190	1.87	8.69648367885871e-05	0.013111169476887
chr16	590026	590250	225	2.27;11.28	0.92;0.00;0.00	6.78	0.31	NA	NA	Up	4.46	1.3181968520395e-05	0.00318528379763952	590026	590175	inf	6.34441633545669e-06	0.00156324310196399
chr16	597016	597390	375	38.57;26.79	5.52;4.14;8.48	32.68	6.05	NA	NA	Up	2.43	1.02765580122127e-07	5.55605698169293e-05	597076	597225	2.44	5.68912265624024e-09	5.64757018191097e-06
chr16	632581	632820	240	5.67;11.28	0.92;1.77;1.06	8.48	1.25	NA	NA	Up	2.76	0.000139954948186107	0.0214632412774299	632611	632760	3.82	2.965288409716e-05	0.00561461770344095
chr16	642541	642795	255	11.34;11.28	1.84;0.59;2.12	11.31	1.52	NA	NA	Up	2.90	3.06722794328844e-07	0.000132616094943515	642616	642765	3.47	4.32037697255571e-08	2.13143388337441e-05
chr16	717916	718095	180	39.70;60.64	16.57;24.82;26.50	50.17	22.63	NA	NA	Up	1.15	3.78201993892035e-06	0.00113679170704704	717946	718095	1.17	2.83639857547445e-05	0.00539081605961198
chr16	737191	737565	375	27.22;33.85	3.68;2.95;1.06	30.54	2.57	NA	NA	Up	3.57	5.85160745943643e-09	1.00255249732187e-05	737251	737400	3.43	4.71084219691753e-09	5.51959329387533e-06
chr16	793936	794145	210	3.40;2.82	21.18;16.54;21.20	3.11	19.64	NA	NA	Down	-2.66	1.57124991842881e-06	0.000528953401812647	793936	794085	-2.72	3.10292056084781e-06	0.00086819441783482
chr16	795781	795930	150	31.76;39.49	12.89;12.41;20.14	35.62	15.15	NA	NA	Up	1.23	1.27594673593388e-05	0.00311094428360375	795781	795930	1.23	1.27594673593388e-05	0.00278069218982542
chr16	874231	874590	360	26.09;22.56	0.92;2.36;0.00	24.33	1.09	NA	NA	Up	4.47	1.99490407043401e-09	1.00052459953312e-05	874306	874455	4.32	1.79241541861569e-09	5.51959329387533e-06
chr16	897961	898200	240	11.34;8.46	0.92;1.18;2.12	9.90	1.41	NA	NA	Up	2.81	7.81992070207496e-06	0.00208350078104417	898006	898155	3.97	4.58308204256114e-07	0.000167303082000229
chr16	930031	930240	210	9.07;5.64	0.00;0.00;0.00	7.36	0.00	NA	NA	Up	inf	6.04699009214504e-07	0.000234787262633173	930076	930225	inf	6.090579516363e-06	0.0015142297884572
chr16	971131	971475	345	13.61;15.51	0.00;0.00;0.00	14.56	0.00	NA	NA	Up	inf	4.65862062029364e-09	1.00052459953312e-05	971251	971400	inf	4.97979834897717e-09	5.51959329387533e-06
chr16	1030216	1030425	210	7.94;5.64	0.00;0.00;0.00	6.79	0.00	NA	NA	Up	inf	1.4360877698038e-06	0.00049185951581882	1030246	1030395	inf	7.19442093142208e-06	0.00174610703572191
chr16	1078846	1079205	360	28.36;25.38	0.00;0.59;2.12	26.87	0.90	NA	NA	Up	4.89	2.25883199857883e-09	1.00052459953312e-05	1078951	1079100	6.04	3.59827893659854e-09	5.51959329387533e-06
chr16	1080466	1080885	420	19.28;19.74	0.00;0.59;6.36	19.51	2.32	NA	NA	Up	3.07	6.76676271249136e-09	1.02096690207817e-05	1080511	1080660	3.68	7.4245056579989e-07	0.000251236302265217
chr16	1145746	1146030	285	10.21;15.51	0.00;1.18;2.12	12.86	1.10	NA	NA	Up	3.55	1.33685212532717e-07	6.83206857609871e-05	1145791	1145940	3.48	4.51911182168742e-06	0.00118653945411271
chr16	1195276	1195515	240	10.21;8.46	0.92;0.00;1.06	9.34	0.66	NA	NA	Up	3.82	1.228818448328e-06	0.000434367676190268	1195306	1195455	3.71	4.59584459059117e-07	0.000167303082000229
chr16	1202791	1202940	150	38.57;38.08	13.81;16.54;23.32	38.32	17.89	NA	NA	Up	1.10	4.92784080653029e-05	0.00927092342899612	1202791	1202940	1.10	4.92784080653029e-05	0.00860491408707537
chr16	1219606	1219815	210	3.40;14.10	0.00;1.18;0.00	8.75	0.39	NA	NA	Up	4.47	1.90762340053202e-06	0.000628875333748376	1219666	1219815	inf	4.31003039899063e-07	0.000162426959901242
chr16	1226221	1226415	195	6.81;5.64	0.92;0.59;1.06	6.22	0.86	NA	NA	Up	2.86	8.52099469426489e-05	0.0135524923978781	1226251	1226400	4.14	3.82898794937063e-05	0.00691085355220713
chr16	1234486	1234635	150	23.82;18.33	11.05;5.32;7.42	21.08	7.93	NA	NA	Up	1.41	4.61855353680517e-05	0.00876894232363407	1234486	1234635	1.41	4.61855353680517e-05	0.00811704919482654
chr16	1265401	1265745	345	18.15;26.79	1.84;0.00;2.12	22.47	1.32	NA	NA	Up	4.09	1.43426650342698e-07	7.17212547736156e-05	1265446	1265595	inf	3.43017817676858e-09	5.51959329387533e-06
chr16	1266211	1266585	375	24.96;23.97	0.92;0.59;0.00	24.47	0.50	NA	NA	Up	5.60	4.0587082210621e-09	1.00052459953312e-05	1266331	1266480	inf	2.31877909800841e-09	5.51959329387533e-06
chr16	1294546	1294755	210	3.40;9.87	0.92;0.00;1.06	6.64	0.66	NA	NA	Up	3.33	5.00247000039813e-05	0.00936710565324209	1294546	1294695	3.33	5.00247000039813e-05	0.00868278018400279
chr16	1332466	1332615	150	7.94;8.46	0.92;0.59;1.06	8.20	0.86	NA	NA	Up	3.26	4.51868265785305e-06	0.00131416979745286	1332466	1332615	3.26	4.51868265785305e-06	0.00118653945411271
chr16	1336201	1336380	180	18.15;12.69	3.68;2.95;5.30	15.42	3.98	NA	NA	Up	1.95	8.45727390887317e-06	0.00223019905350734	1336201	1336350	1.90	1.32383140869813e-05	0.00285943209315756
chr16	1368991	1369185	195	6.81;12.69	0.92;1.18;3.18	9.75	1.76	NA	NA	Up	2.47	6.61786200929505e-05	0.0113087002641318	1369021	1369170	2.68	3.30450197072514e-05	0.00617670956066609
chr16	1396906	1397265	360	57.85;43.72	8.29;8.86;14.84	50.79	10.66	NA	NA	Up	2.25	1.25662052914646e-07	6.49926568417658e-05	1397041	1397190	2.36	5.97901206258994e-09	5.75786482826774e-06
chr16	1400146	1400490	345	23.82;29.62	0.92;0.59;7.42	26.72	2.98	NA	NA	Up	3.17	9.12995034121604e-09	1.10590734675244e-05	1400251	1400400	3.16	3.35829483829469e-09	5.51959329387533e-06
chr16	1417141	1417425	285	14.75;21.15	1.84;1.77;3.18	17.95	2.26	NA	NA	Up	2.99	4.11205595469292e-08	2.87927994075566e-05	1417246	1417395	4.23	8.65041679770661e-09	6.45195687658295e-06
chr16	1442926	1443135	210	6.81;7.05	0.00;0.00;0.00	6.93	0.00	NA	NA	Up	inf	1.43737727365709e-06	0.00049185951581882	1442926	1443075	inf	5.1655901429887e-06	0.00131051093164078
chr16	1477231	1477485	255	9.07;8.46	0.00;0.00;3.18	8.77	1.06	NA	NA	Up	3.05	8.68044141354637e-06	0.00226602281056145	1477291	1477440	inf	1.43737727365709e-06	0.000441340055643477
chr16	1478641	1478790	150	54.45;47.95	24.86;23.04;33.92	51.20	27.28	NA	NA	Up	0.91	8.97347019851732e-05	0.0141299366869208	1478641	1478790	0.91	8.97347019851732e-05	0.0134403497241828
chr16	1480906	1481145	240	6.81;5.64	0.00;0.00;0.00	6.22	0.00	NA	NA	Up	inf	5.1655901429887e-06	0.00145849889033214	1480966	1481115	inf	5.1655901429887e-06	0.00131051093164078
chr16	1486426	1486725	300	21.55;19.74	3.68;2.36;7.42	20.65	4.49	NA	NA	Up	2.20	2.73133263866725e-08	2.18196631422708e-05	1486516	1486665	2.48	9.25877770405782e-09	6.72382724399461e-06
chr16	1493596	1493925	330	21.55;14.10	1.84;1.77;4.24	17.83	2.62	NA	NA	Up	2.77	4.52580998073847e-08	3.04602028693338e-05	1493716	1493865	2.95	7.10026772304642e-09	6.01198398190235e-06
chr16	1541371	1541670	300	11.34;21.15	1.84;0.59;2.12	16.25	1.52	NA	NA	Up	3.42	7.5376028964638e-08	4.41472123072333e-05	1541461	1541610	3.86	4.30473303182692e-08	2.12668875927596e-05
chr16	1544386	1544535	150	22.69;16.92	6.45;5.91;11.66	19.81	8.01	NA	NA	Up	1.31	9.08197054558873e-05	0.0142791249536766	1544386	1544535	1.31	9.08197054558873e-05	0.0135878676117055
chr16	1556626	1556790	165	6.81;8.46	0.92;0.00;2.12	7.63	1.01	NA	NA	Up	2.91	2.64452174351648e-05	0.00557479109075929	1556641	1556790	2.91	2.64452174351648e-05	0.00506896841965926
chr16	1556956	1557240	285	13.61;11.28	1.84;0.00;0.00	12.45	0.61	NA	NA	Up	4.34	7.58027713291087e-09	1.04916564662807e-05	1557001	1557150	4.13	2.94975682789903e-08	1.58267413374753e-05
chr16	1584541	1584795	255	13.61;8.46	0.92;0.59;2.12	11.04	1.21	NA	NA	Up	3.19	3.82386647626684e-07	0.0001608186464157	1584616	1584765	5.55	2.7255226676602e-07	0.000107144370081561
chr16	1588846	1589160	315	29.49;36.67	9.21;5.32;10.60	33.08	8.38	NA	NA	Up	1.98	1.68997258949129e-08	1.57127650098375e-05	1588966	1589115	2.54	1.08575857558314e-08	7.43512052006809e-06
chr16	1614361	1614660	300	26.09;25.38	9.21;3.55;5.30	25.74	6.02	NA	NA	Up	2.10	1.00928916058972e-08	1.15355279576979e-05	1614421	1614570	2.43	6.81736510161851e-09	5.91472786296483e-06
chr16	1728271	1728465	195	5.67;8.46	0.00;0.59;1.06	7.07	0.55	NA	NA	Up	3.68	1.05439019516464e-05	0.00265292414748914	1728286	1728435	3.68	1.05439019516464e-05	0.0023677542066892
chr16	1742131	1742325	195	4.54;11.28	0.00;1.18;0.00	7.91	0.39	NA	NA	Up	4.33	2.28603598186647e-05	0.00500875965751886	1742131	1742280	4.19	1.55826358476223e-05	0.00328365144728824
chr16	1795201	1795440	240	9.07;11.28	3.68;0.59;2.12	10.18	2.13	NA	NA	Up	2.26	1.8818161194334e-05	0.0042604074405764	1795261	1795410	3.07	4.89373091580287e-07	0.000173447131773467
chr16	1836121	1836585	465	31.76;40.90	5.52;5.91;8.48	36.33	6.64	NA	NA	Up	2.45	6.33076788472373e-08	3.8845138285107e-05	1836226	1836375	2.34	9.5425096340138e-09	6.87050181704477e-06
chr16	1956601	1956840	240	3.40;12.69	0.00;0.00;2.12	8.05	0.71	NA	NA	Up	3.51	1.00891106627631e-05	0.0025795686703569	1956616	1956765	3.51	1.00891106627631e-05	0.00235411648324783
